Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
194033,AAA Batteries (4-pack),1,2.99,4/15/2019 6:44,"161 12th St, New York City, NY 10001"
194035,27in 4K Gaming Monitor,1,389.99,4/27/2019 17:19,"633 Dogwood St, Dallas, TX 75001"
194036,Lightning Charging Cable,1,14.95,4/21/2019 10:11,"306 Adams St, San Francisco, CA 94016"
194037,27in FHD Monitor,1,149.99,4/17/2019 22:15,"123 Highland St, Atlanta, GA 30301"
194038,USB-C Charging Cable,1,11.95,4/23/2019 9:09,"163 Lincoln St, San Francisco, CA 94016"
194040,USB-C Charging Cable,1,11.95,4/10/2019 21:27,"326 Adams St, San Francisco, CA 94016"
194041,Apple Airpods Headphones,1,150,4/12/2019 18:34,"365 Cedar St, Atlanta, GA 30301"
194042,Google Phone,1,600,4/22/2019 21:42,"992 4th St, Portland, ME 04101"
194043,Wired Headphones,1,11.99,4/18/2019 13:19,"357 Willow St, Atlanta, GA 30301"
194044,AA Batteries (4-pack),1,3.84,4/6/2019 9:13,"680 10th St, Atlanta, GA 30301"
194045,27in 4K Gaming Monitor,1,389.99,4/5/2019 15:22,"331 1st St, Atlanta, GA 30301"
194046,AAA Batteries (4-pack),1,2.99,4/12/2019 17:01,"317 Pine St, Atlanta, GA 30301"
194047,AA Batteries (4-pack),1,3.84,4/30/2019 8:10,"496 Adams St, Seattle, WA 98101"
194048,USB-C Charging Cable,1,11.95,4/17/2019 11:24,"480 South St, San Francisco, CA 94016"
194049,Wired Headphones,1,11.99,4/24/2019 12:07,"751 10th St, Atlanta, GA 30301"
194050,AA Batteries (4-pack),1,3.84,4/27/2019 0:27,"997 9th St, San Francisco, CA 94016"
194050,USB-C Charging Cable,1,11.95,4/27/2019 0:27,"997 9th St, San Francisco, CA 94016"
194051,34in Ultrawide Monitor,1,379.99,4/15/2019 22:05,"812 13th St, Los Angeles, CA 90001"
194052,Apple Airpods Headphones,1,150,4/18/2019 11:40,"252 13th St, Los Angeles, CA 90001"
194053,AA Batteries (4-pack),1,3.84,4/4/2019 18:58,"494 Adams St, Boston, MA 02215"
194054,iPhone,1,700,4/21/2019 20:18,"533 14th St, Los Angeles, CA 90001"
194055,34in Ultrawide Monitor,1,379.99,4/20/2019 8:57,"620 Meadow St, New York City, NY 10001"
194056,iPhone,1,700,4/10/2019 10:05,"280 7th St, San Francisco, CA 94016"
194056,Lightning Charging Cable,1,14.95,4/10/2019 10:05,"280 7th St, San Francisco, CA 94016"
194057,LG Washing Machine,1,600,4/8/2019 12:49,"967 Forest St, San Francisco, CA 94016"
194059,USB-C Charging Cable,1,11.95,4/24/2019 9:20,"405 Park St, Dallas, TX 75001"
194060,Wired Headphones,1,11.99,4/16/2019 13:30,"384 12th St, San Francisco, CA 94016"
194061,iPhone,1,700,4/14/2019 20:22,"209 6th St, Atlanta, GA 30301"
194063,27in 4K Gaming Monitor,1,389.99,4/10/2019 14:55,"933 Highland St, San Francisco, CA 94016"
194064,Apple Airpods Headphones,1,150,4/29/2019 19:21,"945 Walnut St, Los Angeles, CA 90001"
194065,27in FHD Monitor,1,149.99,4/24/2019 13:47,"881 Cherry St, New York City, NY 10001"
194066,Lightning Charging Cable,1,14.95,4/9/2019 1:16,"165 1st St, Portland, OR 97035"
194067,iPhone,1,700,5/1/2019 4:25,"291 North St, San Francisco, CA 94016"
194068,Apple Airpods Headphones,1,150,4/2/2019 20:54,"805 North St, Boston, MA 02215"
194069,AA Batteries (4-pack),1,3.84,4/12/2019 23:33,"807 Johnson St, Boston, MA 02215"
194070,27in FHD Monitor,1,149.99,4/9/2019 22:51,"942 Dogwood St, New York City, NY 10001"
194071,USB-C Charging Cable,1,11.95,4/14/2019 16:55,"568 Washington St, San Francisco, CA 94016"
194072,34in Ultrawide Monitor,1,379.99,4/18/2019 16:41,"999 Madison St, Seattle, WA 98101"
194074,AA Batteries (4-pack),1,3.84,4/2/2019 16:26,"169 Lake St, Boston, MA 02215"
194075,AA Batteries (4-pack),1,3.84,4/28/2019 19:02,"981 Washington St, San Francisco, CA 94016"
194076,Lightning Charging Cable,1,14.95,4/17/2019 12:57,"537 Dogwood St, Atlanta, GA 30301"
194078,Flatscreen TV,1,300,4/29/2019 10:11,"692 Lincoln St, Atlanta, GA 30301"
194079,Apple Airpods Headphones,1,150,4/27/2019 15:12,"956 Ridge St, Los Angeles, CA 90001"
194081,AAA Batteries (4-pack),1,2.99,4/25/2019 14:19,"110 Lake St, San Francisco, CA 94016"
194082,Bose SoundSport Headphones,1,99.99,4/27/2019 13:37,"792 7th St, Boston, MA 02215"
194083,USB-C Charging Cable,1,11.95,4/23/2019 22:33,"85 1st St, Los Angeles, CA 90001"
194084,Apple Airpods Headphones,1,150,4/26/2019 22:11,"818 12th St, Boston, MA 02215"
194085,Wired Headphones,1,11.99,4/17/2019 20:12,"315 12th St, Los Angeles, CA 90001"
194086,Google Phone,1,600,4/28/2019 8:50,"981 Dogwood St, Los Angeles, CA 90001"
194089,USB-C Charging Cable,1,11.95,4/9/2019 17:15,"458 11th St, San Francisco, CA 94016"
194090,Google Phone,1,600,4/8/2019 17:11,"177 Jackson St, Los Angeles, CA 90001"
194091,AA Batteries (4-pack),1,3.84,4/15/2019 16:02,"311 Forest St, Austin, TX 73301"
194093,AA Batteries (4-pack),1,3.84,4/14/2019 15:09,"835 Lake St, Portland, OR 97035"
194094,Lightning Charging Cable,1,14.95,4/18/2019 11:08,"354 North St, Boston, MA 02215"
176558,USB-C Charging Cable,2,11.95,4/19/2019 8:46,"917 1st St, Dallas, TX 75001"
176919,AAA Batteries (4-pack),2,2.99,4/29/2019 7:02,"240 14th St, Boston, MA 02215"
179038,Wired Headphones,2,11.99,4/11/2019 18:25,"991 Walnut St, Boston, MA 02215"
179046,AA Batteries (4-pack),2,3.84,4/3/2019 17:57,"44 Wilson St, Los Angeles, CA 90001"
179061,AA Batteries (4-pack),2,3.84,4/22/2019 20:17,"143 Hickory St, Seattle, WA 98101"
179062,Lightning Charging Cable,2,14.95,4/10/2019 13:43,"346 Walnut St, Boston, MA 02215"
179063,AAA Batteries (4-pack),2,2.99,4/5/2019 19:46,"216 Cherry St, San Francisco, CA 94016"
179117,USB-C Charging Cable,2,11.95,4/16/2019 13:29,"433 Pine St, San Francisco, CA 94016"
179118,Lightning Charging Cable,2,14.95,4/22/2019 19:45,"493 Hickory St, New York City, NY 10001"
179125,AAA Batteries (4-pack),2,2.99,4/7/2019 13:04,"122 1st St, Los Angeles, CA 90001"
179151,Wired Headphones,2,11.99,4/13/2019 23:57,"232 Hickory St, Los Angeles, CA 90001"
179153,AAA Batteries (4-pack),2,2.99,4/24/2019 9:58,"816 14th St, Austin, TX 73301"
179156,AAA Batteries (4-pack),2,2.99,4/23/2019 0:13,"25 Church St, Los Angeles, CA 90001"
179160,AA Batteries (4-pack),2,3.84,4/27/2019 12:51,"410 2nd St, Boston, MA 02215"
179202,AA Batteries (4-pack),2,3.84,4/20/2019 17:22,"515 2nd St, Dallas, TX 75001"
179204,AAA Batteries (4-pack),2,2.99,4/28/2019 11:03,"67 Main St, San Francisco, CA 94016"
179212,Lightning Charging Cable,2,14.95,4/18/2019 23:25,"982 Elm St, Los Angeles, CA 90001"
179219,Lightning Charging Cable,2,14.95,4/20/2019 4:53,"119 7th St, Austin, TX 73301"
179239,AA Batteries (4-pack),2,3.84,4/11/2019 16:57,"759 Maple St, San Francisco, CA 94016"
179241,USB-C Charging Cable,2,11.95,4/11/2019 9:48,"271 Adams St, San Francisco, CA 94016"
179243,Wired Headphones,2,11.99,4/16/2019 23:20,"219 South St, Los Angeles, CA 90001"
179246,Lightning Charging Cable,2,14.95,4/13/2019 13:23,"114 Wilson St, San Francisco, CA 94016"
179258,AAA Batteries (4-pack),2,2.99,4/9/2019 14:44,"768 2nd St, Atlanta, GA 30301"
179278,Apple Airpods Headphones,2,150,4/3/2019 8:18,"334 Meadow St, Austin, TX 73301"
179305,Wired Headphones,2,11.99,4/1/2019 17:29,"504 Lincoln St, New York City, NY 10001"
179308,Apple Airpods Headphones,2,150,4/1/2019 19:47,"150 Sunset St, Austin, TX 73301"
179310,USB-C Charging Cable,2,11.95,4/21/2019 16:54,"919 Meadow St, Seattle, WA 98101"
179311,Wired Headphones,2,11.99,4/9/2019 1:35,"611 13th St, Austin, TX 73301"
179356,USB-C Charging Cable,2,11.95,4/17/2019 14:21,"23 2nd St, San Francisco, CA 94016"
179362,AAA Batteries (4-pack),2,2.99,4/24/2019 12:11,"529 North St, Los Angeles, CA 90001"
179365,AA Batteries (4-pack),2,3.84,4/7/2019 21:30,"645 Walnut St, New York City, NY 10001"
179399,AA Batteries (4-pack),2,3.84,4/15/2019 20:13,"588 Cherry St, San Francisco, CA 94016"
179413,AAA Batteries (4-pack),2,2.99,4/28/2019 13:10,"226 6th St, Portland, ME 04101"
179414,AAA Batteries (4-pack),2,2.99,4/10/2019 18:54,"994 Cherry St, Atlanta, GA 30301"
179416,AAA Batteries (4-pack),2,2.99,4/11/2019 23:04,"476 7th St, New York City, NY 10001"
179427,Lightning Charging Cable,2,14.95,4/29/2019 16:14,"524 10th St, Boston, MA 02215"
179439,AAA Batteries (4-pack),2,2.99,4/28/2019 17:34,"24 Lincoln St, Dallas, TX 75001"
179464,Wired Headphones,2,11.99,4/9/2019 9:01,"354 Highland St, Portland, OR 97035"
179470,AA Batteries (4-pack),2,3.84,4/16/2019 11:31,"833 Spruce St, Los Angeles, CA 90001"
179474,USB-C Charging Cable,2,11.95,4/10/2019 11:50,"84 10th St, Portland, ME 04101"
179494,Wired Headphones,2,11.99,4/14/2019 15:38,"328 11th St, New York City, NY 10001"
179526,AAA Batteries (4-pack),2,2.99,4/21/2019 16:47,"420 Lakeview St, Boston, MA 02215"
179552,AAA Batteries (4-pack),2,2.99,4/8/2019 10:25,"773 Lake St, Boston, MA 02215"
179557,AAA Batteries (4-pack),2,2.99,4/26/2019 13:25,"479 14th St, New York City, NY 10001"
179588,AAA Batteries (4-pack),2,2.99,4/23/2019 11:44,"977 2nd St, Los Angeles, CA 90001"
179590,AAA Batteries (4-pack),2,2.99,4/2/2019 10:38,"251 Park St, Portland, OR 97035"
179591,AAA Batteries (4-pack),2,2.99,4/25/2019 12:23,"243 Jackson St, Dallas, TX 75001"
179592,AAA Batteries (4-pack),2,2.99,4/22/2019 11:34,"215 Center St, Los Angeles, CA 90001"
179599,AAA Batteries (4-pack),2,2.99,4/2/2019 23:29,"92 Lincoln St, San Francisco, CA 94016"
179628,Wired Headphones,2,11.99,4/11/2019 23:26,"649 Wilson St, San Francisco, CA 94016"
179633,AAA Batteries (4-pack),2,2.99,4/26/2019 18:41,"747 6th St, Los Angeles, CA 90001"
179639,AAA Batteries (4-pack),2,2.99,4/22/2019 20:35,"730 4th St, Boston, MA 02215"
179659,AA Batteries (4-pack),2,3.84,4/20/2019 12:32,"15 Center St, San Francisco, CA 94016"
179662,AAA Batteries (4-pack),2,2.99,4/19/2019 13:38,"738 Sunset St, Portland, OR 97035"
179665,AAA Batteries (4-pack),2,2.99,4/6/2019 9:20,"303 13th St, San Francisco, CA 94016"
179671,AA Batteries (4-pack),2,3.84,4/5/2019 19:49,"64 Jefferson St, Dallas, TX 75001"
179673,Wired Headphones,2,11.99,4/28/2019 19:44,"404 Johnson St, San Francisco, CA 94016"
179677,USB-C Charging Cable,2,11.95,4/7/2019 8:49,"72 12th St, San Francisco, CA 94016"
179681,USB-C Charging Cable,2,11.95,4/1/2019 19:20,"882 South St, Portland, ME 04101"
179706,AAA Batteries (4-pack),2,2.99,4/30/2019 6:08,"251 Wilson St, Austin, TX 73301"
179707,AAA Batteries (4-pack),2,2.99,4/9/2019 0:07,"901 Walnut St, San Francisco, CA 94016"
179711,AA Batteries (4-pack),2,3.84,4/17/2019 13:08,"302 River St, New York City, NY 10001"
179734,USB-C Charging Cable,2,11.95,4/2/2019 0:16,"795 Lincoln St, Los Angeles, CA 90001"
179763,Wired Headphones,2,11.99,4/3/2019 22:42,"69 Jackson St, Boston, MA 02215"
179765,AAA Batteries (4-pack),2,2.99,4/10/2019 15:58,"720 Lakeview St, San Francisco, CA 94016"
179773,AA Batteries (4-pack),2,3.84,4/14/2019 15:04,"925 1st St, New York City, NY 10001"
179776,Wired Headphones,2,11.99,4/21/2019 21:38,"978 Wilson St, Seattle, WA 98101"
179790,AAA Batteries (4-pack),2,2.99,4/10/2019 9:58,"475 Adams St, Boston, MA 02215"
179804,AAA Batteries (4-pack),2,2.99,4/3/2019 17:32,"253 13th St, Atlanta, GA 30301"
179815,Wired Headphones,2,11.99,4/28/2019 15:42,"91 9th St, Seattle, WA 98101"
179821,AAA Batteries (4-pack),2,2.99,4/22/2019 16:19,"975 Main St, Dallas, TX 75001"
179845,AAA Batteries (4-pack),2,2.99,4/11/2019 13:08,"541 Adams St, Los Angeles, CA 90001"
179871,AAA Batteries (4-pack),2,2.99,4/24/2019 9:17,"362 Lake St, San Francisco, CA 94016"
179917,AA Batteries (4-pack),2,3.84,4/24/2019 22:19,"152 Spruce St, Los Angeles, CA 90001"
179918,USB-C Charging Cable,2,11.95,4/14/2019 19:27,"216 7th St, Dallas, TX 75001"
179920,AA Batteries (4-pack),2,3.84,4/11/2019 15:36,"598 14th St, Seattle, WA 98101"
179943,AAA Batteries (4-pack),2,2.99,4/14/2019 11:08,"344 River St, Portland, OR 97035"
179970,AAA Batteries (4-pack),2,2.99,4/18/2019 18:44,"668 Lake St, Los Angeles, CA 90001"
179987,AA Batteries (4-pack),2,3.84,4/30/2019 17:19,"261 Lakeview St, Atlanta, GA 30301"
180004,Lightning Charging Cable,2,14.95,4/6/2019 19:38,"307 Lincoln St, New York City, NY 10001"
180005,AA Batteries (4-pack),2,3.84,4/23/2019 15:34,"212 Highland St, Atlanta, GA 30301"
180018,Wired Headphones,2,11.99,4/8/2019 10:01,"505 Meadow St, Los Angeles, CA 90001"
180021,AAA Batteries (4-pack),2,2.99,4/9/2019 16:45,"979 Chestnut St, San Francisco, CA 94016"
180039,Lightning Charging Cable,2,14.95,4/15/2019 13:57,"198 14th St, Dallas, TX 75001"
180042,AA Batteries (4-pack),2,3.84,4/12/2019 8:04,"987 10th St, San Francisco, CA 94016"
180057,AA Batteries (4-pack),2,3.84,4/19/2019 13:35,"54 Dogwood St, San Francisco, CA 94016"
180058,AAA Batteries (4-pack),2,2.99,4/21/2019 0:09,"898 14th St, San Francisco, CA 94016"
180076,Bose SoundSport Headphones,2,99.99,4/7/2019 10:53,"204 Hill St, Austin, TX 73301"
180097,20in Monitor,2,109.99,4/25/2019 22:40,"47 7th St, Seattle, WA 98101"
180111,AA Batteries (4-pack),2,3.84,4/15/2019 10:37,"280 Willow St, San Francisco, CA 94016"
180151,AAA Batteries (4-pack),2,2.99,4/5/2019 13:13,"491 Washington St, San Francisco, CA 94016"
180153,Lightning Charging Cable,2,14.95,4/29/2019 19:38,"892 Highland St, Seattle, WA 98101"
180155,Lightning Charging Cable,2,14.95,4/9/2019 1:19,"408 9th St, New York City, NY 10001"
180169,Lightning Charging Cable,2,14.95,4/17/2019 12:31,"335 4th St, Boston, MA 02215"
180172,AAA Batteries (4-pack),2,2.99,4/27/2019 21:07,"580 12th St, San Francisco, CA 94016"
180185,AA Batteries (4-pack),2,3.84,4/6/2019 17:21,"876 Pine St, Boston, MA 02215"
180217,AA Batteries (4-pack),2,3.84,4/28/2019 23:26,"226 12th St, Los Angeles, CA 90001"
180224,Wired Headphones,2,11.99,4/11/2019 13:41,"522 Hickory St, Los Angeles, CA 90001"
180246,AAA Batteries (4-pack),2,2.99,4/2/2019 0:23,"879 Main St, San Francisco, CA 94016"
180251,Lightning Charging Cable,2,14.95,4/26/2019 15:23,"204 1st St, Portland, OR 97035"
180306,AAA Batteries (4-pack),2,2.99,4/22/2019 11:58,"946 12th St, Seattle, WA 98101"
180317,AA Batteries (4-pack),2,3.84,4/7/2019 17:21,"947 Madison St, Boston, MA 02215"
180324,USB-C Charging Cable,2,11.95,4/9/2019 13:29,"353 South St, Los Angeles, CA 90001"
180342,Wired Headphones,2,11.99,4/14/2019 14:54,"422 11th St, Los Angeles, CA 90001"
180358,AA Batteries (4-pack),2,3.84,4/5/2019 17:48,"955 Lake St, New York City, NY 10001"
180362,AA Batteries (4-pack),2,3.84,4/19/2019 3:54,"245 Lakeview St, New York City, NY 10001"
180365,Lightning Charging Cable,2,14.95,4/23/2019 21:27,"414 13th St, Los Angeles, CA 90001"
180372,AA Batteries (4-pack),2,3.84,4/17/2019 12:52,"213 Madison St, New York City, NY 10001"
180377,AAA Batteries (4-pack),2,2.99,4/25/2019 8:35,"694 14th St, Seattle, WA 98101"
180382,AAA Batteries (4-pack),2,2.99,4/19/2019 14:20,"151 8th St, San Francisco, CA 94016"
180387,USB-C Charging Cable,2,11.95,4/8/2019 19:40,"951 5th St, San Francisco, CA 94016"
180397,Apple Airpods Headphones,2,150,4/21/2019 10:30,"757 West St, Los Angeles, CA 90001"
180400,AAA Batteries (4-pack),2,2.99,4/8/2019 16:12,"432 Cedar St, Boston, MA 02215"
180422,USB-C Charging Cable,2,11.95,4/10/2019 16:02,"755 Ridge St, San Francisco, CA 94016"
180425,Lightning Charging Cable,2,14.95,4/5/2019 15:46,"183 Sunset St, San Francisco, CA 94016"
180454,AAA Batteries (4-pack),2,2.99,4/9/2019 6:51,"862 Sunset St, Los Angeles, CA 90001"
180463,AAA Batteries (4-pack),2,2.99,4/19/2019 19:00,"462 Meadow St, San Francisco, CA 94016"
180468,USB-C Charging Cable,2,11.95,4/25/2019 13:20,"716 Hickory St, Los Angeles, CA 90001"
180495,USB-C Charging Cable,2,11.95,4/12/2019 16:02,"974 Washington St, Dallas, TX 75001"
180542,Lightning Charging Cable,2,14.95,4/20/2019 16:49,"245 Meadow St, Boston, MA 02215"
180552,AA Batteries (4-pack),2,3.84,4/30/2019 21:20,"728 Highland St, Atlanta, GA 30301"
180597,AAA Batteries (4-pack),2,2.99,4/28/2019 5:57,"309 River St, Seattle, WA 98101"
180689,AA Batteries (4-pack),2,3.84,4/14/2019 14:49,"350 10th St, San Francisco, CA 94016"
180694,AA Batteries (4-pack),2,3.84,4/24/2019 18:44,"698 Adams St, Boston, MA 02215"
180715,Wired Headphones,2,11.99,4/22/2019 11:42,"743 Park St, Austin, TX 73301"
180716,Wired Headphones,2,11.99,4/24/2019 12:56,"744 1st St, San Francisco, CA 94016"
180721,AAA Batteries (4-pack),2,2.99,4/22/2019 17:17,"5 Hill St, San Francisco, CA 94016"
180731,AA Batteries (4-pack),2,3.84,4/29/2019 18:39,"63 Cherry St, Boston, MA 02215"
180734,AAA Batteries (4-pack),2,2.99,4/14/2019 20:51,"314 Highland St, San Francisco, CA 94016"
180737,USB-C Charging Cable,2,11.95,4/11/2019 12:03,"745 North St, Boston, MA 02215"
180744,USB-C Charging Cable,2,11.95,4/9/2019 6:38,"564 Meadow St, San Francisco, CA 94016"
180760,AAA Batteries (4-pack),2,2.99,4/28/2019 4:49,"752 Madison St, Seattle, WA 98101"
180763,AAA Batteries (4-pack),2,2.99,4/13/2019 16:51,"317 South St, Seattle, WA 98101"
180782,AAA Batteries (4-pack),2,2.99,4/8/2019 1:05,"891 Hill St, Dallas, TX 75001"
180796,AAA Batteries (4-pack),2,2.99,4/28/2019 10:48,"63 13th St, Los Angeles, CA 90001"
180803,USB-C Charging Cable,2,11.95,4/12/2019 20:51,"868 6th St, Seattle, WA 98101"
180805,Lightning Charging Cable,2,14.95,4/28/2019 22:12,"757 Willow St, Portland, OR 97035"
180828,AA Batteries (4-pack),2,3.84,4/24/2019 9:52,"485 Madison St, Los Angeles, CA 90001"
180842,Lightning Charging Cable,2,14.95,4/12/2019 8:25,"749 Lakeview St, Dallas, TX 75001"
180844,AA Batteries (4-pack),2,3.84,4/20/2019 19:59,"340 Spruce St, Boston, MA 02215"
180848,AA Batteries (4-pack),2,3.84,4/10/2019 13:10,"290 9th St, Boston, MA 02215"
180858,USB-C Charging Cable,2,11.95,4/18/2019 19:21,"398 Lakeview St, New York City, NY 10001"
180863,AA Batteries (4-pack),2,3.84,4/18/2019 11:47,"357 Adams St, Boston, MA 02215"
180873,USB-C Charging Cable,2,11.95,4/6/2019 11:05,"151 8th St, San Francisco, CA 94016"
180877,AA Batteries (4-pack),2,3.84,4/5/2019 16:52,"186 Maple St, Boston, MA 02215"
180890,USB-C Charging Cable,2,11.95,4/30/2019 13:47,"990 Main St, Portland, OR 97035"
180904,AAA Batteries (4-pack),2,2.99,4/19/2019 21:58,"6 13th St, New York City, NY 10001"
180912,AA Batteries (4-pack),2,3.84,4/23/2019 11:03,"102 Dogwood St, Los Angeles, CA 90001"
180929,AA Batteries (4-pack),2,3.84,4/4/2019 9:43,"285 2nd St, Los Angeles, CA 90001"
180951,Lightning Charging Cable,2,14.95,4/16/2019 18:13,"641 Cedar St, Atlanta, GA 30301"
180961,Lightning Charging Cable,2,14.95,4/23/2019 13:08,"513 7th St, Austin, TX 73301"
180966,USB-C Charging Cable,2,11.95,4/27/2019 21:01,"367 Ridge St, Los Angeles, CA 90001"
180991,USB-C Charging Cable,2,11.95,4/5/2019 21:06,"484 Lincoln St, Los Angeles, CA 90001"
181001,AA Batteries (4-pack),2,3.84,4/7/2019 14:32,"234 Sunset St, Los Angeles, CA 90001"
181005,USB-C Charging Cable,2,11.95,4/23/2019 11:58,"316 Wilson St, Los Angeles, CA 90001"
181015,Wired Headphones,2,11.99,4/27/2019 9:16,"153 Sunset St, New York City, NY 10001"
181018,AAA Batteries (4-pack),2,2.99,4/1/2019 23:41,"492 Willow St, Seattle, WA 98101"
181028,AA Batteries (4-pack),2,3.84,4/4/2019 16:54,"586 Sunset St, Dallas, TX 75001"
181036,USB-C Charging Cable,2,11.95,4/6/2019 8:53,"302 Dogwood St, San Francisco, CA 94016"
181053,AAA Batteries (4-pack),2,2.99,4/17/2019 7:52,"799 Pine St, San Francisco, CA 94016"
181064,AAA Batteries (4-pack),2,2.99,4/9/2019 15:27,"244 8th St, Dallas, TX 75001"
181069,Macbook Pro Laptop,2,1700,4/27/2019 21:01,"668 Park St, San Francisco, CA 94016"
181075,AAA Batteries (4-pack),2,2.99,4/27/2019 8:12,"782 7th St, Boston, MA 02215"
181077,AAA Batteries (4-pack),2,2.99,4/23/2019 17:38,"806 Main St, Austin, TX 73301"
181088,AAA Batteries (4-pack),2,2.99,4/22/2019 10:55,"294 Highland St, Boston, MA 02215"
181090,Apple Airpods Headphones,2,150,4/17/2019 6:51,"22 West St, Los Angeles, CA 90001"
181107,AAA Batteries (4-pack),2,2.99,4/29/2019 9:30,"266 Center St, Boston, MA 02215"
181112,Wired Headphones,2,11.99,4/14/2019 17:18,"966 Cherry St, San Francisco, CA 94016"
181130,AA Batteries (4-pack),2,3.84,4/30/2019 20:48,"917 10th St, New York City, NY 10001"
181131,AAA Batteries (4-pack),2,2.99,4/14/2019 15:36,"933 Hickory St, Dallas, TX 75001"
181147,AA Batteries (4-pack),2,3.84,4/16/2019 16:56,"739 12th St, San Francisco, CA 94016"
181183,AAA Batteries (4-pack),2,2.99,4/1/2019 10:39,"668 9th St, New York City, NY 10001"
181201,USB-C Charging Cable,2,11.95,4/3/2019 2:44,"631 Hill St, Austin, TX 73301"
181223,Lightning Charging Cable,2,14.95,4/8/2019 12:07,"779 Sunset St, Boston, MA 02215"
181234,Wired Headphones,2,11.99,4/9/2019 14:55,"320 13th St, New York City, NY 10001"
181248,AA Batteries (4-pack),2,3.84,5/1/2019 0:38,"753 South St, San Francisco, CA 94016"
181258,Wired Headphones,2,11.99,4/30/2019 20:09,"745 Maple St, Los Angeles, CA 90001"
181264,Wired Headphones,2,11.99,4/13/2019 7:36,"453 Sunset St, Los Angeles, CA 90001"
181284,Lightning Charging Cable,2,14.95,4/9/2019 1:13,"581 6th St, Seattle, WA 98101"
181285,USB-C Charging Cable,2,11.95,4/29/2019 17:07,"130 Lake St, San Francisco, CA 94016"
181310,AAA Batteries (4-pack),2,2.99,4/28/2019 23:08,"990 Center St, Dallas, TX 75001"
181320,Lightning Charging Cable,2,14.95,4/5/2019 16:51,"334 Jefferson St, Los Angeles, CA 90001"
181321,AAA Batteries (4-pack),2,2.99,4/5/2019 23:01,"908 Wilson St, San Francisco, CA 94016"
181372,AAA Batteries (4-pack),2,2.99,4/6/2019 19:57,"67 Cedar St, San Francisco, CA 94016"
181375,AAA Batteries (4-pack),2,2.99,4/2/2019 11:44,"622 Willow St, New York City, NY 10001"
181382,Wired Headphones,2,11.99,4/19/2019 12:43,"655 Madison St, Portland, OR 97035"
181399,AA Batteries (4-pack),2,3.84,4/8/2019 8:27,"915 10th St, Portland, OR 97035"
181402,AA Batteries (4-pack),2,3.84,4/14/2019 21:49,"376 Elm St, Boston, MA 02215"
181446,AAA Batteries (4-pack),2,2.99,4/8/2019 10:17,"936 Main St, Los Angeles, CA 90001"
181456,AA Batteries (4-pack),2,3.84,4/2/2019 21:56,"64 Forest St, Portland, OR 97035"
181463,AAA Batteries (4-pack),2,2.99,4/6/2019 10:37,"480 11th St, Seattle, WA 98101"
181473,Wired Headphones,2,11.99,4/2/2019 12:12,"195 13th St, Dallas, TX 75001"
181485,Lightning Charging Cable,2,14.95,4/7/2019 11:20,"757 Elm St, Atlanta, GA 30301"
181497,AA Batteries (4-pack),2,3.84,4/24/2019 10:51,"799 Johnson St, San Francisco, CA 94016"
181498,USB-C Charging Cable,2,11.95,4/24/2019 8:09,"378 Elm St, Austin, TX 73301"
181502,Wired Headphones,2,11.99,4/8/2019 7:58,"331 Adams St, San Francisco, CA 94016"
181544,Macbook Pro Laptop,2,1700,4/22/2019 12:48,"731 11th St, New York City, NY 10001"
181553,AA Batteries (4-pack),2,3.84,4/22/2019 15:19,"172 Ridge St, Boston, MA 02215"
181559,AAA Batteries (4-pack),2,2.99,4/24/2019 21:46,"906 Willow St, San Francisco, CA 94016"
181565,AAA Batteries (4-pack),2,2.99,4/21/2019 8:45,"683 11th St, San Francisco, CA 94016"
181574,AAA Batteries (4-pack),2,2.99,4/17/2019 21:03,"961 Washington St, San Francisco, CA 94016"
181592,AA Batteries (4-pack),2,3.84,4/25/2019 11:10,"417 Wilson St, San Francisco, CA 94016"
181599,USB-C Charging Cable,2,11.95,4/2/2019 10:59,"257 Cedar St, Los Angeles, CA 90001"
181612,Lightning Charging Cable,2,14.95,4/7/2019 23:58,"445 Washington St, Boston, MA 02215"
181624,AA Batteries (4-pack),2,3.84,4/8/2019 10:08,"361 Jefferson St, San Francisco, CA 94016"
181651,AA Batteries (4-pack),2,3.84,4/5/2019 14:14,"995 Johnson St, Los Angeles, CA 90001"
181653,AAA Batteries (4-pack),2,2.99,4/21/2019 12:23,"2 Sunset St, Portland, OR 97035"
181672,AAA Batteries (4-pack),2,2.99,4/27/2019 21:17,"647 Spruce St, Austin, TX 73301"
181677,Wired Headphones,2,11.99,4/12/2019 17:51,"833 Lincoln St, New York City, NY 10001"
181696,AAA Batteries (4-pack),2,2.99,4/2/2019 14:44,"728 7th St, Dallas, TX 75001"
181704,AA Batteries (4-pack),2,3.84,4/29/2019 12:29,"367 Adams St, New York City, NY 10001"
181707,Lightning Charging Cable,2,14.95,4/26/2019 11:32,"401 10th St, Seattle, WA 98101"
181708,Lightning Charging Cable,2,14.95,4/28/2019 10:15,"504 2nd St, San Francisco, CA 94016"
181753,AA Batteries (4-pack),2,3.84,4/16/2019 22:56,"202 South St, Austin, TX 73301"
181761,USB-C Charging Cable,2,11.95,4/1/2019 11:58,"434 8th St, Los Angeles, CA 90001"
181772,AAA Batteries (4-pack),2,2.99,4/19/2019 15:47,"874 South St, Portland, ME 04101"
181776,AAA Batteries (4-pack),2,2.99,4/30/2019 13:56,"891 North St, San Francisco, CA 94016"
